0.000000	25.000000	-848.292283
-0.748843	25.000000	-848.394941
-1.481690	25.000000	-848.702565
-2.197486	25.000000	-849.214626
-2.895352	25.000000	-849.929719
-3.573706	25.000000	-850.846261
-4.231317	25.000000	-851.962143
-4.866252	25.000000	-853.274728
-5.476753	25.000000	-854.781029
-6.060886	25.000000	-856.477353
-6.616717	25.000000	-858.359832
-7.142314	25.000000	-860.424074
-7.635566	25.000000	-862.665331
-8.094716	25.000000	-865.078329
-8.518006	25.000000	-867.657269
-8.903678	25.000000	-870.396348
-9.250678	25.000000	-873.289064
-9.557774	25.000000	-876.328559
-9.823912	25.000000	-879.507980
-10.048565	25.000000	-882.819766
-10.231557	25.000000	-886.256184
-10.372712	25.000000	-889.809148
-10.472558	25.000000	-893.470394
-10.531270	25.000000	-897.231487
-10.550079	25.000000	-901.083636
-10.530040	25.000000	-905.017701
-10.472382	25.000000	-909.024541
-10.378689	25.000000	-913.094663
-10.250718	25.000000	-917.218927
-10.090578	25.000000	-921.387489
-9.900203	25.000000	-925.590505
-9.681702	25.000000	-929.818306
-9.437361	25.000000	-934.060873
-9.169289	25.000000	-938.308538
-8.879947	25.000000	-942.551105
-8.571621	25.000000	-946.778907
-8.246419	25.000000	-950.982098
-7.906802	25.000000	-955.150484
-7.554881	25.000000	-959.274748
-7.192589	25.000000	-963.345046
-6.822386	25.000000	-967.351886
-6.446030	25.000000	-971.285775
-6.065632	25.000000	-975.137924
-5.682948	25.000000	-978.899017
-5.300265	25.000000	-982.560264
-4.918987	25.000000	-986.113227
-4.541226	25.000000	-989.549645
-4.168562	25.000000	-992.861431
-3.803105	25.000000	-996.040852
-3.446262	25.000000	-999.080524
-3.099966	25.000000	-1001.973063
-2.765975	25.000000	-1004.712143
-2.445870	25.000000	-1007.291258
-2.141411	25.000000	-1009.704081
-1.854354	25.000000	-1011.945337
-1.585931	25.000000	-1014.009579
-1.337898	25.000000	-1015.892059
-1.111663	25.000000	-1017.588383
-0.908632	25.000000	-1019.094683
-0.729859	25.000000	-1020.407268
-0.576574	25.000000	-1021.523151
-0.450009	25.000000	-1022.439693
-0.350515	25.000000	-1023.154786
-0.278971	25.000000	-1023.666847
-0.235903	25.000000	-1023.974470
0.000000	25.000000	-1024.077129
