207.300863	31.157188	-1024.477588
207.300863	31.390212	-1024.366355
207.300863	31.422635	-1024.056289
207.300863	31.476461	-1023.540166
207.300863	31.551210	-1022.819417
207.300863	31.646056	-1021.895657
207.300863	31.760720	-1020.771016
207.300863	31.894060	-1019.448182
207.300863	32.044948	-1017.930195
207.300863	32.212453	-1016.220794
207.300863	32.395302	-1014.323908
207.300863	32.592237	-1012.243995
207.300863	32.801661	-1009.985876
207.300863	33.022532	-1007.555060
207.300863	33.253270	-1004.956898
207.300863	33.492334	-1002.197800
207.300863	33.738366	-999.284345
207.300863	33.989823	-996.222941
207.300863	34.245024	-993.021062
207.300863	34.502819	-989.686163
207.300863	34.761361	-986.226075
207.300863	35.019347	-982.648965
207.300863	35.274952	-978.963193
207.300863	35.527058	-975.177271
207.300863	35.773684	-971.300097
207.300863	36.013390	-967.341077
207.300863	36.244371	-963.309099
207.300863	36.465194	-959.213747
207.300863	36.673725	-955.064629
207.300863	36.868367	-950.871686
207.300863	37.047332	-946.644336
207.300863	37.208509	-942.392894
207.300863	37.350126	-938.127305
207.300863	37.470230	-933.857348
207.300863	37.566709	-929.593335
207.300863	37.637787	-925.345039
207.300863	37.681522	-921.122588
207.300863	37.696137	-916.935755
207.300863	37.680037	-912.794481
207.300863	37.631451	-908.708714
207.300863	37.548937	-904.687684
207.300863	37.431239	-900.740967
207.300863	37.277445	-896.877776
207.300863	37.086815	-893.107316
207.300863	36.858424	-889.438445
207.300863	36.592391	-885.879634
207.300863	36.288476	-882.439188
207.300863	35.947139	-879.125210
207.300863	35.568828	-875.945454
207.300863	35.154335	-872.907483
207.300863	34.704959	-870.018135
207.300863	34.222174	-867.284244
207.300863	33.707266	-864.712298
207.300863	33.162202	-862.308052
207.300863	32.588947	-860.077265
207.300863	31.989450	-858.025163
207.300863	31.365993	-856.156434
207.300863	30.720669	-854.475418
207.300863	30.055552	-852.985927
207.300863	29.372713	-851.691594
207.300863	28.674019	-850.595356
207.300863	27.961501	-849.699791
207.300863	27.236468	-849.006970
207.300863	26.500562	-848.518425
207.300863	25.754714	-848.235537
207.300863	25.000000	-848.158796
