0.000000	225.000001	-929.738494
-0.383400	225.000001	-929.791054
-0.758610	225.000001	-929.948554
-1.125090	225.000001	-930.210724
-1.482390	225.000001	-930.576844
-1.829700	225.000001	-931.046104
-2.166390	225.000001	-931.617424
-2.491470	225.000001	-932.289454
-2.804040	225.000001	-933.060664
-3.103110	225.000001	-933.929164
-3.387690	225.000001	-934.892974
-3.656790	225.000001	-935.949844
-3.909330	225.000001	-937.097344
-4.144410	225.000001	-938.332774
-4.361130	225.000001	-939.653164
-4.558590	225.000001	-941.055544
-4.736250	225.000001	-942.536584
-4.893480	225.000001	-944.092774
-5.029740	225.000001	-945.720604
-5.144760	225.000001	-947.416204
-5.238450	225.000001	-949.175614
-5.310720	225.000001	-950.994694
-5.361840	225.000001	-952.869214
-5.391900	225.000001	-954.794854
-5.401530	225.000001	-956.767114
-5.391270	225.000001	-958.781314
-5.361750	225.000001	-960.832774
-5.313780	225.000001	-962.916634
-5.248260	225.000001	-965.028214
-5.166270	225.000001	-967.162474
-5.068800	225.000001	-969.314374
-4.956930	225.000001	-971.478964
-4.831830	225.000001	-973.651114
-4.694580	225.000001	-975.825874
-4.546440	225.000001	-977.998024
-4.388580	225.000001	-980.162614
-4.222080	225.000001	-982.314604
-4.048200	225.000001	-984.448774
-3.868020	225.000001	-986.560354
-3.682530	225.000001	-988.644304
-3.492990	225.000001	-990.695764
-3.300300	225.000001	-992.709874
-3.105540	225.000001	-994.682134
-2.909610	225.000001	-996.607774
-2.713680	225.000001	-998.482294
-2.518470	225.000001	-1000.301374
-2.325060	225.000001	-1002.060784
-2.134260	225.000001	-1003.756384
-1.947150	225.000001	-1005.384214
-1.764450	225.000001	-1006.940494
-1.587150	225.000001	-1008.421444
-1.416150	225.000001	-1009.823824
-1.252260	225.000001	-1011.144304
-1.096380	225.000001	-1012.379644
-0.949410	225.000001	-1013.527144
-0.811980	225.000001	-1014.584014
-0.684990	225.000001	-1015.547824
-0.569160	225.000001	-1016.416324
-0.465210	225.000001	-1017.187534
-0.373680	225.000001	-1017.859564
-0.295200	225.000001	-1018.430884
-0.230400	225.000001	-1018.900144
-0.179460	225.000001	-1019.266264
-0.142830	225.000001	-1019.528434
-0.120780	225.000001	-1019.685934
0.000000	225.000001	-1019.738494
